,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,brand,tweet_clean,target
4750,I am inventing a &quot;dislike&quot; button for #iPad 2 lines. {link} #SXSW,iPad,Negative emotion,Apple,I am inventing a quot dislike quot button for iPad 2 lines link SXSW,1.0
4751,Google continues to innovate.  I don't think we can fathom what the future will be like.  #SxSW,Google,Positive emotion,Google,Google continues to innovate I don t think we can fathom what the future will be like SxSW,2.0
4752,"&quot;@mention  #SXSW-Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention",,No emotion toward brand or product,,quot SXSW Google to Launch Major New Social Network Called Circles Possibly Today by link via,0.0
4753,Tx RT @mention {link}  RTâ°ÃÃ@mention Google will launch major new social network called Circles. #SXSWâ°ÃÂ,,No emotion toward brand or product,,Tx RT link RT Google will launch major new social network called Circles SXSW,0.0
4754,":) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,Positive emotion,Google,RT quot Google before you tweet quot is the new quot think before you speak quot Mark Belinsky 911tweets panel at SXSW,2.0
4755,"Amen. @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",,No emotion toward brand or product,,Amen quot Google before you tweet quot is the new quot think before you speak quot Mark Belinsky 911tweets panel at SXSW,0.0
4756,Using @mention &quot;Pulse&quot; tools to see how the Verizon iPhone daylight saving glitch impacted #sxsw chatter.,,No emotion toward brand or product,,Using quot Pulse quot tools to see how the Verizon iPhone daylight saving glitch impacted sxsw chatter,0.0
4757,"#sxsw @mention #1443 schwag giveaway screen cleaner and 2g flash drive, apple tv iPod shuffle raffle eod f 3/18 {link}",,No emotion toward brand or product,,sxsw 1443 schwag giveaway screen cleaner and 2g flash drive apple tv iPod shuffle raffle eod f 3 18 link,0.0
4758,"#sxsw @mention #devops: @mention (umm. Meant, go Google &quot;why complex systems fail&quot;, written by doctor. reads like IT guy. :)",,No emotion toward brand or product,,sxsw devops umm Meant go Google quot why complex systems fail quot written by doctor reads like IT guy,0.0
4759,"#sxsw @mention #devops: @mention &quot;Our providers: Cloudkick (monitor), PagerDuty (paging), DNSMadeEasy, Postmark, EC2, Azure, Google",,No emotion toward brand or product,,sxsw devops quot Our providers Cloudkick monitor PagerDuty paging DNSMadeEasy Postmark EC2 Azure Google,0.0
4760,#sxsw @mention #devops: @mention &quot;The Internets is Mean/Our Systems Are Complex; go Google 'How complex systems fail by doctor&quot;,,No emotion toward brand or product,,sxsw devops quot The Internets is Mean Our Systems Are Complex go Google How complex systems fail by doctor quot,0.0
4761,#sxsw @mention #devops: @mention &quot;There's a Google Group on this. {link},,No emotion toward brand or product,,sxsw devops quot There s a Google Group on this link,0.0
4762,Being @mention #SXSW is making it impossible not 2 succumb 2 upgrading my #iPad. It's a year old &amp; I feel like I'm walking around w a bag phone...,iPad,Positive emotion,Apple,Being SXSW is making it impossible not 2 succumb 2 upgrading my iPad It s a year old amp I feel like I m walking around w a bag phone,2.0
4763,Nice! @mention #sxsw highlights thus far: made friends w/ istock UX developer :) #singularity blows my mind: oy! GOOGLE OWNS IT!,Google,Positive emotion,Google,Nice sxsw highlights thus far made friends w istock UX developer singularity blows my mind oy GOOGLE OWNS IT,2.0
4764,#Help @mention advance in the @mention @mention {link} #getoutthevote #sxsw #ipad #iphone #startup #cbus #cbustech,,No emotion toward brand or product,,Help advance in the link getoutthevote sxsw ipad iphone startup cbus cbustech,0.0
4765,#SxSW @mention and @mention Present: THE INDUSTRY PARTY (@mention GSD&amp;M w/ 165 others) {link},,No emotion toward brand or product,,SxSW and Present THE INDUSTRY PARTY GSD amp M w 165 others link,0.0
4766,"Also, @mention and @mention will be in Austin at #SXSW this weekend. Feel free to ping them if you want to talk iPad.",,No emotion toward brand or product,,Also and will be in Austin at SXSW this weekend Feel free to ping them if you want to talk iPad,0.0
4767,&quot;@mention Apple Store has had a line down the block all week long at #sxsw amazing&quot; @mention I have footage @mention,,No emotion toward brand or product,,quot Apple Store has had a line down the block all week long at sxsw amazing quot I have footage,0.0
4768,"Using @mention at #SXSW to get updates on the temp Apple store line up. Super impressed by the potential of this app. Nice work, Yobongo!",iPad or iPhone App,Positive emotion,Apple,Using at SXSW to get updates on the temp Apple store line up Super impressed by the potential of this app Nice work Yobongo,2.0
4769,#sxsw @mention das Verpixelungsrechtâ°ÃÃthe right for your house to be pixelated in Google Street Viewâ°ÃÃ is a theft from the public,Google,Negative emotion,Google,sxsw das Verpixelungsrecht the right for your house to be pixelated in Google Street View is a theft from the public,1.0
4770,"#SXSW @mention downloaded the torrent, need to put it on my iPhone",,No emotion toward brand or product,,SXSW downloaded the torrent need to put it on my iPhone,0.0
4771,"&quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw Googlebook or Twitgle?&quot;",,No emotion toward brand or product,,quot Google to Launch Major New Social Network Called Circles Possibly Today link sxsw Googlebook or Twitgle quot,0.0
4772,"&quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw&quot;",,No emotion toward brand or product,,quot Google to Launch Major New Social Network Called Circles Possibly Today link sxsw quot,0.0
4773,"&quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw&quot; @mention",,No emotion toward brand or product,,quot Google to Launch Major New Social Network Called Circles Possibly Today link sxsw quot,0.0
4774,"&quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw&quot; @mention for you...",,No emotion toward brand or product,,quot Google to Launch Major New Social Network Called Circles Possibly Today link sxsw quot for you,0.0
4775,"&quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw&quot;",,No emotion toward brand or product,,quot Google to Launch Major New Social Network Called Circles Possibly Today link sxsw quot,0.0
4776,"Loved @mention Hangover Breakfast. Awesome swag, yummy food &amp; rockin tunes! Stoked about my Griffin cordless iphone charger! #SXSW",Other Apple product or service,Positive emotion,Apple,Loved Hangover Breakfast Awesome swag yummy food amp rockin tunes Stoked about my Griffin cordless iphone charger SXSW,2.0
4777,"&quot;@mention Hoot New Blog post:HootSuite Mobile for #SXSW~Updates for iPhone,BBerry,Android {link} @mention",,No emotion toward brand or product,,quot Hoot New Blog post HootSuite Mobile for SXSW Updates for iPhone BBerry Android link,0.0
4778,+1 RT @mention I've now seen most of Austin in Google Streetview checking out apartments for #sxsw. Austin is not easy on the click.,,No emotion toward brand or product,,1 RT I ve now seen most of Austin in Google Streetview checking out apartments for sxsw Austin is not easy on the click,0.0
4779,#sxsw @mention in her 80s splendor dancin to the spazzmatics at ACLU google #partylikeits1986 !  {link},,No emotion toward brand or product,,sxsw in her 80s splendor dancin to the spazzmatics at ACLU google partylikeits1986 link,0.0
4780,#SXSW @mention Interactive session. Your Mom has an iPad: Designing for Boomers,,No emotion toward brand or product,,SXSW Interactive session Your Mom has an iPad Designing for Boomers,0.0
4781,"Nope, @mention Is NOT Launching Its Own Social Network at #SXSW {link}",,No emotion toward brand or product,,Nope Is NOT Launching Its Own Social Network at SXSW link,0.0
4782,Maybe @mention is trying to calculate how much money Mahalo is losing from the Google Farmer update #sxsw,Other Google product or service,No emotion toward brand or product,Google,Maybe is trying to calculate how much money Mahalo is losing from the Google Farmer update sxsw,0.0
4783,Nice! @mention just told me @mention was just used as a brief case study in iPad Design Paradigms panel at #SXSW.,,Positive emotion,,Nice just told me was just used as a brief case study in iPad Design Paradigms panel at SXSW,2.0
4784,:) RT @mention Love it. @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Apple,RT Love it at sxsw quot apple comes up w cool technology no one s ever heard of because they don t go to conferences quot,2.0
4785,+1 RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Apple,1 RT Love it sxsw quot apple comes up with cool technology no one s ever heard of because they don t go to conferences quot,2.0
4786,:) RT @mention Most not even born yet RT @mention Google's #SxSW party: &quot;Party like it's 1986&quot; [pic]: {link},,No emotion toward brand or product,,RT Most not even born yet RT Google s SxSW party quot Party like it s 1986 quot pic link,0.0
4787,(Y)RT @mention New  #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},,No emotion toward brand or product,,Y RT New UberSocial for iPhone now in the App Store includes UberGuide to SXSW sponsored by Mashable link,0.0
4788,&quot;@mention New  #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},,No emotion toward brand or product,,quot New UberSocial for iPhone now in the App Store includes UberGuide to SXSW sponsored by Mashable link,0.0
4789,&quot;@mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},,No emotion toward brand or product,,quot New UberSocial for iPhone now in the App Store includes UberGuide to SXSW sponsored by Mashable link,0.0
4790,YayRT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},,No emotion toward brand or product,,YayRT New UberSocial for iPhone now in the App Store includes UberGuide to SXSW sponsored by Mashable link,0.0
4791,Grrrr @mention not muting #sxsw as thought on web or iphone :(,iPhone,Negative emotion,Apple,Grrrr not muting sxsw as thought on web or iphone,1.0
4792,"#sxsw @mention omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things #browserwars",Apple,Positive emotion,Apple,sxsw omitting Flash on Apple seems effective even though they have h264 maybe we do need to break old things browserwars,2.0
4793,#SXSW @mention party (@mention Lustre Pearl Bar for Team Android at SXSW w/ @mention @mention {link},,No emotion toward brand or product,,SXSW party Lustre Pearl Bar for Team Android at SXSW w link,0.0
4794,+1 RT @mention Petricone says Google TV is just a browser. I don't think that's correct. #SXSW,Other Google product or service,Positive emotion,Google,1 RT Petricone says Google TV is just a browser I don t think that s correct SXSW,2.0
4795,#todo @mention Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking - #SXSW Mon 12:30pm {link},,No emotion toward brand or product,,todo Q amp A With Google s amp Bing s On Ranking SXSW Mon 12 30pm link,0.0
4796,:) RT @mention Quantter is launching an iPhone app soon. We're participating to LaunchRock comp at #sxsw {link},iPad or iPhone App,Positive emotion,Apple,RT Quantter is launching an iPhone app soon We re participating to LaunchRock comp at sxsw link,2.0
4797,&quot;@mention Register for our private beta and to win an Apple TV during  #SXSW! Visit {link} for details&quot;,,No emotion toward brand or product,,quot Register for our private beta and to win an Apple TV during SXSW Visit link for details quot,0.0
4798,#sxsw @mention rocks the casbah at @mention @mention #partylikeits1986 for digital rights  {link},,No emotion toward brand or product,,sxsw rocks the casbah at partylikeits1986 for digital rights link,0.0
4799,#SXSW @mention talk - demo'ing Google Places w/ Hotpot! Integrated rating/recommendation system for Android/iPhone - cool stuff!!!,Other Google product or service,Positive emotion,Google,SXSW talk demo ing Google Places w Hotpot Integrated rating recommendation system for Android iPhone cool stuff,2.0
4800,RT RT @mention The iPad 2 Takes Over #SXSW [VIDEO] {link} RT @mention The iP... {link} #Vegas #News,iPad,Positive emotion,Apple,RT RT The iPad 2 Takes Over SXSW VIDEO link RT The iP link Vegas News,2.0
4801,Hhaha @mention was too intimidated by the iPhone app developers meetup that we had to leave. #sxsw,iPad or iPhone App,Positive emotion,Apple,Hhaha was too intimidated by the iPhone app developers meetup that we had to leave sxsw,2.0
4802,w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},iPad or iPhone App,Positive emotion,Apple,w00t wrote about our hollergram iPad app for sxsw link,2.0
4803,Walking into Google party. #SXSW,,No emotion toward brand or product,,Walking into Google party SXSW,0.0
4804,If your into iPhone photography check out this @mention printer at #sxsw #instaprint {link},,No emotion toward brand or product,,If your into iPhone photography check out this printer at sxsw instaprint link,0.0
4805,Walking into the pop-up Apple store is like walking into a future where the iPad is the only type of computer. #sxsw,Apple,Positive emotion,Apple,Walking into the pop up Apple store is like walking into a future where the iPad is the only type of computer sxsw,2.0
4806,A smart entrepreneur would set up an on-line consignment shop to help sell off all those outdated iPad1 units at #SxSW {link},,No emotion toward brand or product,,A smart entrepreneur would set up an on line consignment shop to help sell off all those outdated iPad1 units at SxSW link,0.0
4807,Wait.  Control speed of vibrator via iPhone?  #sxsw #awkward. How do you monetize that? Heh.,,No emotion toward brand or product,,Wait Control speed of vibrator via iPhone sxsw awkward How do you monetize that Heh,0.0
4808,Z37: Cleanup on Aisle 3! {link} [codes valid: 4:00-7:59:59p 03/14/11] #infektd #sxsw #zlf,,No emotion toward brand or product,,Z37 Cleanup on Aisle 3 link codes valid 4 00 7 59 59p 03 14 11 infektd sxsw zlf,0.0
4809,&lt;10 minute line for ipad 2 at the temporary apple store #sxsw,,No emotion toward brand or product,,lt 10 minute line for ipad 2 at the temporary apple store sxsw,0.0
4810,"Organic unveils BroadFeed, social news app for ipad. Audience gets up and heads for the door. #sxsw",iPad or iPhone App,Negative emotion,Apple,Organic unveils BroadFeed social news app for ipad Audience gets up and heads for the door sxsw,1.0
4811,At the convention center and waiting for google's marissa mayer to take the stage! #sxsw ^AE,,No emotion toward brand or product,,At the convention center and waiting for google s marissa mayer to take the stage sxsw AE,0.0
4812,"At the convention center, getting stuff ready for #SXSW. Thank god for the iPhone!",iPhone,Positive emotion,Apple,At the convention center getting stuff ready for SXSW Thank god for the iPhone,2.0
4813,Almost convinced it's time for an iphone courtesy of being only one w/a blackberry in Austin  #sxsw,,Positive emotion,,Almost convinced it s time for an iphone courtesy of being only one w a blackberry in Austin sxsw,2.0
4814,My ipad envy couldn't be any greater. Waaaaaa. #sxsw,iPad,Positive emotion,Apple,My ipad envy couldn t be any greater Waaaaaa sxsw,2.0
4815,At the sony area at buffalo billards tweeting from a google tv. #sxsw,,No emotion toward brand or product,,At the sony area at buffalo billards tweeting from a google tv sxsw,0.0
4816,Win a #sony Xperia Play #android phone at #SXSW (tuesday 3/15) details here: {link},Android,Positive emotion,Google,Win a sony Xperia Play android phone at SXSW tuesday 3 15 details here link,2.0
4817,Pengen jdnya RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored (cont) {link},,No emotion toward brand or product,,Pengen jdnya RT New UberSocial for iPhone now in the App Store includes UberGuide to SXSW sponsored cont link,0.0
4818,Google denying the appearance of Circles in crop fields at #sxsw but not their existence.... Next in #SocialMedia,,No emotion toward brand or product,,Google denying the appearance of Circles in crop fields at sxsw but not their existence Next in SocialMedia,0.0
4819,Big ups to @mention for his AWESOME #Austin for newbies map: {link} #SXSW,,No emotion toward brand or product,,Big ups to for his AWESOME Austin for newbies map link SXSW,0.0
4820,heading to @mention #pvhouse? first 2 snackers to tweet us &amp; find one of our popchicks will #win an iPhone 4 case! #sxsw,,No emotion toward brand or product,,heading to pvhouse first 2 snackers to tweet us amp find one of our popchicks will win an iPhone 4 case sxsw,0.0
4821,Heading to &quot;your mom has an iPad: designing for boomers&quot;.  Hope it's fun.  #sxsw,iPad,Positive emotion,Apple,Heading to quot your mom has an iPad designing for boomers quot Hope it s fun sxsw,2.0
4822,"Heading to #SXSW Austin TX. Staying with @mention â°ÃÃ long-time mac developer, SmartFriend(tm), and developer of iPad app Cha@mention",,No emotion toward brand or product,,Heading to SXSW Austin TX Staying with long time mac developer SmartFriend tm and developer of iPad app Cha,0.0
4823,Heading to #sxsw later this week? Be sure to download #heattracker for the iPhone and iPod Touch to know what's hot and what's not in Austin,iPad or iPhone App,Positive emotion,Apple,Heading to sxsw later this week Be sure to download heattracker for the iPhone and iPod Touch to know what s hot and what s not in Austin,2.0
4824,Heading to #sxsw this weekend? Our author is hosting an Android Dev Meetup. You should stop by! {link},,No emotion toward brand or product,,Heading to sxsw this weekend Our author is hosting an Android Dev Meetup You should stop by link,0.0
4825,"Heading to #sxsw? We're hosting an Android dev meetup, 1:30-2:30pm. Details to follow, but let's plan on geeking out.",Android,No emotion toward brand or product,Google,Heading to sxsw We re hosting an Android dev meetup 1 30 2 30pm Details to follow but let s plan on geeking out,0.0
4826,Talking to a 15 year old iPhone developer genius who came to SXSW with his proud dad. #SXSW @mention BD Riley's Irish Pub {link},iPhone,No emotion toward brand or product,Apple,Talking to a 15 year old iPhone developer genius who came to SXSW with his proud dad SXSW BD Riley s Irish Pub link,0.0
4827,"Willing to admit I'm a tiny bit jealous to not being #SXSW-bound. Temperatures in the high 20s, Apple pop up for iPad 2, what's not to love?",iPad,Positive emotion,Apple,Willing to admit I m a tiny bit jealous to not being SXSW bound Temperatures in the high 20s Apple pop up for iPad 2 what s not to love,2.0
4828,Mayer also admits that Google needs to &quot;step up&quot; its customer support for Google Maps. #sxsw,Other Google product or service,Negative emotion,Google,Mayer also admits that Google needs to quot step up quot its customer support for Google Maps sxsw,1.0
4829,"Here we go again! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,,Here we go again RT Google to Launch Major New Social Network Called Circles Possibly Today link sxsw,0.0
4830,#Google to Announce Google Circles Social Network at #SXSW {link} #seo #sem #googlecircles #topnews,,No emotion toward brand or product,,Google to Announce Google Circles Social Network at SXSW link seo sem googlecircles topnews,0.0
4831,1 hour ago apple didn't have a store in downtown austin and now there is a store with hundreds of people there! #iPad2 #SXSW,,Positive emotion,,1 hour ago apple didn t have a store in downtown austin and now there is a store with hundreds of people there iPad2 SXSW,2.0
4832,Heading to Austin #SXSW on wkend. Love that @mention set up a pop-up store (6th &amp; Congress) to deal with mass geek influx during ipad2 release,Apple,Positive emotion,Apple,Heading to Austin SXSW on wkend Love that set up a pop up store 6th amp Congress to deal with mass geek influx during ipad2 release,2.0
4833,Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link} #lp #travel,iPad or iPhone App,Positive emotion,Apple,Heading to Austin for SXSW The Austin guide for iPhone is free for a limited time link lp travel,2.0
4834,Heading to Austin? check out EVR's #sxsw preview show: {link} Also available under 'shows' via #evrmobile for iPhone &amp; Android,,No emotion toward brand or product,,Heading to Austin check out EVR s sxsw preview show link Also available under shows via evrmobile for iPhone amp Android,0.0
4835,This is SO awesome. RT @mention Headed to #Austin for #SXSW? Check out my map for newbies {link} @mention Enjoy!,,No emotion toward brand or product,,This is SO awesome RT Headed to Austin for SXSW Check out my map for newbies link Enjoy,0.0
4836,Heading to Ballroom D to see google's marissa Mayer with @mention #sxsw,,No emotion toward brand or product,,Heading to Ballroom D to see google s marissa Mayer with sxsw,0.0
4837,Excited to be part of the @mention twitter family!  Stop by the PepsiCo Playground at #SXSW to learn how you can win an ipad!,,No emotion toward brand or product,,Excited to be part of the twitter family Stop by the PepsiCo Playground at SXSW to learn how you can win an ipad,0.0
4838,Best photo booth so far at Google's League of Extraordinary H4ckers! #sxsw  {link},Google,Positive emotion,Google,Best photo booth so far at Google s League of Extraordinary H4ckers sxsw link,2.0
4839,"I tried to buy an iPad this week at the #SxSw Apple store, but every time I go, they are sold out of the one I want.",iPad,Positive emotion,Apple,I tried to buy an iPad this week at the SxSw Apple store but every time I go they are sold out of the one I want,2.0
4840,Idea is to combine Google analytics with other tools so you know your website or program is doing something. #sxsw #bavcid,Other Google product or service,Positive emotion,Google,Idea is to combine Google analytics with other tools so you know your website or program is doing something sxsw bavcid,2.0
4841,Warning to Dictators: You can no longer hide your stinkin' F1 racetrack in your backyard ...say hello to Google Earth. #sxsw,,No emotion toward brand or product,,Warning to Dictators You can no longer hide your stinkin F1 racetrack in your backyard say hello to Google Earth sxsw,0.0
4842,#google to expensive mobile data plans are killing the flavor of contextual discovery abroad #SxSW #pnid,Google,Negative emotion,Google,google to expensive mobile data plans are killing the flavor of contextual discovery abroad SxSW pnid,1.0
4843,4G will do for connectivity what the iPhone did for smart phones - Joe Berry #SXSW #connectedcar,iPhone,Positive emotion,Apple,4G will do for connectivity what the iPhone did for smart phones Joe Berry SXSW connectedcar,2.0
4844,Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÃÃo #sxsw,Google,Positive emotion,Google,Heading to free Google sponsored happy hour for Semantic Web Austin Fogo de Ch o sxsw,2.0
4845,{link} Two friendly Austin police guarding the Apple store with ipad in hand #sxsw,,No emotion toward brand or product,,link Two friendly Austin police guarding the Apple store with ipad in hand sxsw,0.0
4846,we need to get ipad 2! @mention Apple opening up temp. store in downtown Austin for #SXSW  iPad 2 launch bit.ly/g03MZB via @mention,iPad,Positive emotion,Apple,we need to get ipad 2 Apple opening up temp store in downtown Austin for SXSW iPad 2 launch bit ly g03MZB via,2.0
4847,One way to go about the job search at #SXSW - &quot;are you guys hiring&quot; - man in audience to Google's @mention during Q&amp;A,,No emotion toward brand or product,,One way to go about the job search at SXSW quot are you guys hiring quot man in audience to Google s during Q amp A,0.0
4848,"Decided to go to LA instead of #SXSW, because my AT&amp;T iPhone would be about as useful as a brick in Austin.",iPhone,Negative emotion,Apple,Decided to go to LA instead of SXSW because my AT amp T iPhone would be about as useful as a brick in Austin,1.0
4849,I guess no Google social network just yet. But soon? #socialmedia #sxsw #facebook #monopoly #integration {link},,No emotion toward brand or product,,I guess no Google social network just yet But soon socialmedia sxsw facebook monopoly integration link,0.0
4850,Heading to hear @mention but detouring to the pop up apple store #sxsw,,No emotion toward brand or product,,Heading to hear but detouring to the pop up apple store sxsw,0.0
4851,Feeling so inspired coming out of #SXSW that I just Apple TV'ed The Social Network. #justinjustinjustin,,Positive emotion,,Feeling so inspired coming out of SXSW that I just Apple TV ed The Social Network justinjustinjustin,2.0
4852,Heading to iPad Design Headaches in Hilton - Salon J #sxsw,,Negative emotion,,Heading to iPad Design Headaches in Hilton Salon J sxsw,1.0
4853,Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw,Other Google product or service,Positive emotion,Google,Excited to know more about Google Circles Lucky folks at SXSW to be the first to see Possible launch today link sxsw,2.0
4854,Curious to know what devs are thinking ref. iPhone vs Android development at #sxsw Buzz still seems to favour iPhone this year.,iPhone,Positive emotion,Apple,Curious to know what devs are thinking ref iPhone vs Android development at sxsw Buzz still seems to favour iPhone this year,2.0
4855,"#Google to Launch Major New Social Network Called #Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,,Google to Launch Major New Social Network Called Circles Possibly Today link sxsw,0.0
4856,"#Google to Launch Major New Social Network Called #Circles, Possibly Today {link} RT @mention #SXSW",,No emotion toward brand or product,,Google to Launch Major New Social Network Called Circles Possibly Today link RT SXSW,0.0
4857,"#Google to Launch Major New Social Network Called #Circles, Possibly Today #sxsw {link}",,No emotion toward brand or product,,Google to Launch Major New Social Network Called Circles Possibly Today sxsw link,0.0
4858,"#Google to Launch Major New Social Network Called Circles, Possibly Today {link} #socailmedia #facebook #networks #sxsw #tech",,No emotion toward brand or product,,Google to Launch Major New Social Network Called Circles Possibly Today link socailmedia facebook networks sxsw tech,0.0
4859,"#Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #sm #sxsw",,No emotion toward brand or product,,Google to Launch Major New Social Network Called Circles Possibly Today by link via sm sxsw,0.0
4860,"GOOGLE  to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,,GOOGLE to Launch Major New Social Network Called Circles Possibly Today link sxsw,0.0
4861,Google 'to launch social network in May' - Independent.ie {link} #sxsw,,No emotion toward brand or product,,Google to launch social network in May Independent ie link sxsw,0.0
4863,Heading to lunch @mention B.D. Ridley's {link} for a Refresh Austin Welcome Lunch / #SxSW event.,,No emotion toward brand or product,,Heading to lunch B D Ridley s link for a Refresh Austin Welcome Lunch SxSW event,0.0
4864,Awesome to meet @mention @mention and @mention standing in the Apple queue at #sxsw yesterday. On to Day 2.,,No emotion toward brand or product,,Awesome to meet and standing in the Apple queue at sxsw yesterday On to Day 2,0.0
4865,Excited to meet the @mention at #sxsw so I can show them my Sprint Galaxy S still running Android 2.1.   #fail,Android,Negative emotion,Google,Excited to meet the at sxsw so I can show them my Sprint Galaxy S still running Android 2 1 fail,1.0
4866,Excited to meet the @mention team on the way to the apple store. Go download their app if you're in #sxsw!  {link},iPad or iPhone App,Positive emotion,Apple,Excited to meet the team on the way to the apple store Go download their app if you re in sxsw link,2.0
4867,"He came to my school last Thursday, on Febuary the {link} iPad #sxsw",,No emotion toward brand or product,,He came to my school last Thursday on Febuary the link iPad sxsw,0.0
4868,Great demo of #google maps from marissa Mayer. 3D views are amazing. More than 150m mobile users. #sxsw,Other Google product or service,Positive emotion,Google,Great demo of google maps from marissa Mayer 3D views are amazing More than 150m mobile users sxsw,2.0
4869,iPhone too old for #SXSW schedule app. Oh noes.  #rejection,iPhone,Negative emotion,Apple,iPhone too old for SXSW schedule app Oh noes rejection,1.0
4870,"Excited to say that I haven't used Foursquare, Gowalla, or Google Places since I've gotten to #SXSW...and I've survived. Amazing.",,Positive emotion,,Excited to say that I haven t used Foursquare Gowalla or Google Places since I ve gotten to SXSW and I ve survived Amazing,2.0
4871,Pleased to see Josh Clark has featured a few @mention clients in his ipad design presentation.  #sxsw,iPad,Positive emotion,Apple,Pleased to see Josh Clark has featured a few clients in his ipad design presentation sxsw,2.0
4872,"Excited to see this! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,Positive emotion,Google,Excited to see this RT Google to Launch Major New Social Network Called Circles Possibly Today link sxsw,2.0
4873,Anxious to see what Google has in store for #SXSW today.,Google,Positive emotion,Google,Anxious to see what Google has in store for SXSW today,2.0
4874,"Be sure to stop by our SXSW booth today. Show me one of our games running on your iPad 2, you could get a free gift! #sxsw  #sxsw11",iPad,Positive emotion,Apple,Be sure to stop by our SXSW booth today Show me one of our games running on your iPad 2 you could get a free gift sxsw sxsw11,2.0
4875,heading to talk by @mention #searchengineland #sxsw on a q&amp;a session with @mention &amp; bing,,No emotion toward brand or product,,heading to talk by searchengineland sxsw on a q amp a session with amp bing,0.0
4876,Excited to tell y'all about the wonders of android today at #sxsw! See you soon.,Android,Positive emotion,Google,Excited to tell y all about the wonders of android today at sxsw See you soon,2.0
4877,Heading to the Apple pop-up store at #SXSW,,No emotion toward brand or product,,Heading to the Apple pop up store at SXSW,0.0
4878,So went to the Apple Store (Kingston) as friends at #sxsw have new iPad's ... so got something to cheer myself up :) {link},iPad,Positive emotion,Apple,So went to the Apple Store Kingston as friends at sxsw have new iPad s so got something to cheer myself up link,2.0
4879,Made it to the front of the line at the Apple Store at #SXSW #iPad2,,No emotion toward brand or product,,Made it to the front of the line at the Apple Store at SXSW iPad2,0.0
4880,Strange to think that last year there was no iPad and the IE9 preview was just released. #sxsw,,No emotion toward brand or product,,Strange to think that last year there was no iPad and the IE9 preview was just released sxsw,0.0
4881,"Welcome to TX. Make friends, spend lotsa money &amp; most importantly, look up from ur iphone occasionally if u expect not 2 get run over #sxsw",,No emotion toward brand or product,,Welcome to TX Make friends spend lotsa money amp most importantly look up from ur iphone occasionally if u expect not 2 get run over sxsw,0.0
4883,There's no way that you an call the iPad count at #sxsw reasonable. I think there's one for every 2 people.,iPad,Negative emotion,Apple,There s no way that you an call the iPad count at sxsw reasonable I think there s one for every 2 people,1.0
4884,Google two-factor auth is AWESOME when you're using public computers. Just used it at #SXSW {link},Google,Positive emotion,Google,Google two factor auth is AWESOME when you re using public computers Just used it at SXSW link,2.0
4885,"Well hello, #SXSW! Here's a free @mention sampler, to celebrate the festival this year, including Barton Hollow: {link}",,No emotion toward brand or product,,Well hello SXSW Here s a free sampler to celebrate the festival this year including Barton Hollow link,0.0
4886,"Really? So, no Google Me or Circles for now? RT @mention We're not launching any products at #SXSW but we're doing plenty else.",,No emotion toward brand or product,,Really So no Google Me or Circles for now RT We re not launching any products at SXSW but we re doing plenty else,0.0
