,tokens,imputed_brand_Apple,imputed_brand_Google,imputed_brand_Missing,target
3932,hope u keep tha nxdc app rt mention there's app sxsw iphone download,1.0,0.0,0.0,0.0
3933,heartbreaker sxsw apple ipad rt mention mention ask sadly,1.0,0.0,0.0,0.0
3934,heat tracker cool heatmap iphone app overlay foursquare everything fire sxsw,1.0,0.0,0.0,2.0
3935,ipad seeker still wait austin apple pop sxsw link,1.0,0.0,0.0,0.0
3936,ipad take sxsw line already halfway block around noon craziness via mention link,1.0,0.0,0.0,2.0
3937,google take mantra dont evil heart yet pride product make guilty th deadly sin superbia sxsw,0.0,1.0,0.0,1.0
3938,apple marketing still impressive sxsw rt mention link,1.0,0.0,0.0,2.0
3939,jesus hockey mask i'm bad thought sxsw mention apple store sxsw link,1.0,0.0,0.0,0.0
3940,get turkey rt mention random apple fan buy lunch everyone line sxsw popup apple store ipad cc mention,1.0,0.0,0.0,2.0
3941,await keynote speaker chris poole sxsw iphone twitpict link,1.0,0.0,0.0,0.0
3942,facebook killer google circle announce sxsw interactive festival link google sxsw,0.0,1.0,0.0,0.0
3943,really like sxsw iphone app thanks make event app appear work well,1.0,0.0,0.0,2.0
3944,wiebe walk conceptual graphing link sxsw mention loving,0.0,0.0,1.0,0.0
3945,survival kit provide folk line sxsw apple store morning genius link,1.0,0.0,0.0,2.0
3946,eat kitkat size half ipad gotta love americans sense measure sxsw,1.0,0.0,0.0,0.0
3947,mention know mention awesome ipad iphone app likely appreciate design also they're give free t sxsw,1.0,0.0,0.0,2.0
3948,playhopskoch apple app store well android market get ready rock sxsw,1.0,0.0,0.0,2.0
3949,sxsw folk lonely planet iphone guide austin free week link,1.0,0.0,0.0,0.0
3950,sxsw folk what's best new iphone ipad app come across far,1.0,0.0,0.0,0.0
3951,sxsw folk anybody go ipad android panel,0.0,1.0,0.0,0.0
3952,quot desktop publishing save apple pagemaker gift god quot mention sxsw,1.0,0.0,0.0,2.0
3953,inofficial sxsw torrent available link,0.0,0.0,1.0,0.0
3954,successful sxsw trip learn ton lot new insight knowledge new read list playlist write amp submit new iphone app,1.0,0.0,0.0,0.0
3955,apple open temporary apple store th congress tomorrow march ipad sale miss sxsw sxsw,1.0,0.0,0.0,0.0
3956,apple set shop mention sxsw year link whole geekdom take collective shy relief,1.0,0.0,0.0,0.0
3957,feel good st day mention sxsw ipad store sell everything except gig wifi white,0.0,0.0,1.0,2.0
3958,contextual discovery amp search combine calendar weather flight traffic data create personalize trip advise mayer google sxsw,0.0,1.0,0.0,0.0
3959,contextual discovery part future accord google sxsw,0.0,1.0,0.0,0.0
3960,contextual discovery find answer question google sxsw,0.0,1.0,0.0,0.0
3961,mint goal iphone app top finance app sxsw,1.0,0.0,0.0,0.0
3962,well know steve job hat sxsw rt mention iphone autocorrected quot sxsw quot quot ass's quot,1.0,0.0,0.0,0.0
3963,new social medium tool rt mention google launch major new social network quot circle quot possibly today link sxsw,0.0,1.0,0.0,0.0
3964,device ipad one hang entire day sxsw remain others die hour ago,1.0,0.0,0.0,2.0
3965,call major yet p rt mention google launch major new social network call circle link sxsw,0.0,1.0,0.0,0.0
3966,new social network google news abuzz launch googlecircles sxsw,0.0,1.0,0.0,2.0
3967,new social network may debut sxsw google circle link eatdrinktweet do yet,0.0,1.0,0.0,2.0
3968,new social network may launch day quot google launch major new social network call circle possibly today link sxsw,0.0,1.0,0.0,2.0
3969,msft panel touch interface show bunch tablet ipad sxsw dontbehatin,1.0,0.0,0.0,2.0
3970,apple open popup store friday th congress sxsw via satesman com,1.0,0.0,0.0,0.0
3971,historical photo mashup google map link sxsw,0.0,1.0,0.0,0.0
3972,thing ppl say mention make laugh want free turn turn gps wait take pic sidewalk cmon sxsw,0.0,0.0,1.0,0.0
3973,quot take time others catch ipad quot mention tapworthy sxsw,1.0,0.0,0.0,2.0
3974,super cool apple's pop store sxsw office building link mention sxswi austin,1.0,0.0,0.0,2.0
3975,take th row plane spot ipad think go sxsw elonsxsw,1.0,0.0,0.0,0.0
3976,people google sxsw din know either i'm hip though,0.0,0.0,1.0,0.0
3977,prize sxsw apple product sigh,1.0,0.0,0.0,1.0
3978,sxsw panel google envisions search without search link sxsw sxswi,0.0,1.0,0.0,0.0
3979,special apple store th congress open today austin sxsw attendee able buy ipad start pm,1.0,0.0,0.0,0.0
3980,sxsw html apple microsoft likely javascript integration mention browser compete collaborate system amoral,1.0,0.0,0.0,0.0
3981,umbrella quot list quot via mention set link edchat musedchat sxsw sxswi newtwitter,0.0,0.0,1.0,0.0
3982,nd place fandango karaoke st prize yr fandango tkts useless canada nd prize useful ipad sxsw,1.0,0.0,0.0,2.0
3983,iphone blackberry amp android hootsuite app update sxsw link via hootsuite,0.0,1.0,0.0,0.0
3984,lol glad chris poole show meme quot text quot pretty funny google sxswmoot sxswi sxsw,0.0,1.0,0.0,0.0
3985,one lady shopping bluefly ipad nav design panel boot sxsw,1.0,0.0,0.0,0.0
3986,what's laptop rt mention think may go ipad laptop today sxswi sxsw cont link,1.0,0.0,0.0,2.0
3987,josh clark's sxsw session ipad tablet development first note ipad leisure plan restful device tapworthy webvisions,1.0,0.0,0.0,2.0
3988,mention last least get copy stupid game plus iphone link also special sxsw price,1.0,0.0,0.0,2.0
3989,last day fastcompanygrille come last day iphone makery zazzlesxsw sxsw,1.0,0.0,0.0,0.0
3990,next last panel today quot google doodle burn man pac man beyond quot sxsw sxswi googledoodles,0.0,1.0,0.0,0.0
3991,hour later retreat back hotel bushwhack ringo deathstarr'd never see many effect pedal sxsw link,0.0,0.0,1.0,0.0
3992,grab late mention sxsw link,0.0,0.0,1.0,0.0
3993,mention late iphone sxsw long would take fix much,1.0,0.0,0.0,0.0
3994,cool late version google map mobile building sure they've map aus detail yet sxsw,0.0,1.0,0.0,2.0
3995,mention launch st ipad app sxsw get detail first edition free,1.0,0.0,0.0,0.0
3996,mention launch gowalla droid sxsw push square groupon link,0.0,1.0,0.0,2.0
3997,ipad sell retail store except sxsw pop store austin igottagetit,1.0,0.0,0.0,2.0
3998,ipad sell go new buyer wow link via mention mention sxsw,1.0,0.0,0.0,2.0
3999,ipad sell go new buyer report link sxsw socialmedia tech ipad medium,1.0,0.0,0.0,0.0
4000,stock mophie juice pack apple temp store open austin sxsw amp ipad launch link via mention,1.0,0.0,0.0,2.0
4001,hold new ipad envy baby still work well sxsw,1.0,0.0,0.0,2.0
4002,man google launch circle sxsw talk strike iron hot mention mention,0.0,1.0,0.0,2.0
4003,lovin apple amp ipad apple austin sxsw,1.0,0.0,0.0,2.0
4004,sxsw apple ipad line take less minute,1.0,0.0,0.0,0.0
4005,cant handle sxsw traffic rt mention dear mention app iphone suck day crash,1.0,0.0,0.0,1.0
4006,love google analytics thanks follower sxsw take time check new post,0.0,1.0,0.0,2.0
4007,hope people ask tough question rt mention reminder android chrome tt talk mention pm today link sxsw,0.0,1.0,0.0,0.0
4008,double buzz issue iphone io get annoy news iphone may fly across room gr l sxsw,1.0,0.0,0.0,1.0
4009,geen google circle vandaag rt mention we're launch product sxsw we're plenty else,0.0,1.0,0.0,0.0
4010,google circle take facebook link circle sxsw,0.0,1.0,0.0,0.0
4011,google circle take facebook link circle sxsw,0.0,1.0,0.0,0.0
4012,google fan town sxsw stop austin gtug meeting wednesday th pm map link link,0.0,1.0,0.0,0.0
4013,next battle bank mobile phone operator google amp apple bankinnovation sxsw,0.0,1.0,0.0,0.0
4014,chris poole chan recommend google refrigerator magnet game cute share experience game sxswmoot sxsw sxswi,0.0,1.0,0.0,2.0
4015,tech apple head sxsw set temporary store austin link,1.0,0.0,0.0,2.0
4016,apple ipads per capital sxsw anywhere else world except foxconn,1.0,0.0,0.0,0.0
4017,quot apple elegant fascist company america quot flipboard sxsw,1.0,0.0,0.0,1.0
4018,google launch new social network call circle south southwest today link sxsw circle google,0.0,1.0,0.0,0.0
4019,google launch next social medium flop yet sxsw,0.0,1.0,0.0,1.0
4020,quot apple like pay that's apple like quot barry diller sxsw mention acc ballroom pic link,1.0,0.0,0.0,1.0
4021,google map mobile demonstration rock world sxsw uosxsw marissamayer,0.0,1.0,0.0,2.0
4022,wow google map mobile v demo sxsw nice,0.0,1.0,0.0,2.0
4023,google name build gettinng stuff try user see work marissagoogle sxsw,0.0,1.0,0.0,2.0
4024,quot apple open temporary store austin sxsw ipad launch quot link sxsw,1.0,0.0,0.0,0.0
4025,tech apple open pop store austin sxsw link,1.0,0.0,0.0,2.0
4026,gsdm google party hook sxsw link,0.0,1.0,0.0,2.0
4027,sxsw apple pick great venue launch new ipads,1.0,0.0,0.0,2.0
4028,sxsw apple pop store still ipads stock wait line link via mention apple ipad,1.0,0.0,0.0,0.0
4029,google preview major new social service call google circle today sxsw link,0.0,1.0,0.0,0.0
4030,google reveal new social network call circle link google facebook sxsw,0.0,1.0,0.0,0.0
4031,google reveal new social network call circle google facebook twitter sxsw link,0.0,1.0,0.0,0.0
4032,google reveal new social network call circle google facebook twitter sxsw link via mention,0.0,1.0,0.0,0.0
4033,google reveal new social network call circle google facebook twitter sxsw link via mention,0.0,1.0,0.0,0.0
4034,tech apple save sxsw set open pop store link,1.0,0.0,0.0,0.0
4035,cool apple set sq ft temporary store sxsw sell ipad link,1.0,0.0,0.0,2.0
4036,popup apple store crew give water people line street clothes apple logo anywhere yet sxsw,1.0,0.0,0.0,0.0
4037,popup apple store open sxsw love go right middle action link via mention,1.0,0.0,0.0,2.0
4038,sxsw apple store run day boo apple,1.0,0.0,0.0,1.0
4039,japan apple store serve rally point massive quake link entry friend house sxsw,1.0,0.0,0.0,2.0
4040,love google street map get idea everything relation austin convention center alamo drafthouse cinema sxsw,0.0,1.0,0.0,2.0
4041,make people think they've arrive mention wrong website make go google search site killcommunity via mention sxsw,0.0,1.0,0.0,0.0
4042,apple naomi campbell pop store rage link sxsw,1.0,0.0,0.0,0.0
4043,apple naomi campbell pop store rage link sxsw,1.0,0.0,0.0,0.0
4044,apple naomi campbell pop store rage link sxsw apple naomi ca link,1.0,0.0,0.0,0.0
4045,cool apple open temporary store sxsw link sxsw,1.0,0.0,0.0,2.0
4046,nice apple open pop store sxsw across office link,1.0,0.0,0.0,2.0
4047,google tv v late overrun xbox p wii netflix like ready sxsw barry diller qa,0.0,1.0,0.0,0.0
4048,google talk quot topicality reputation quot search rank i'm sure saw bing write note qagb sxsw,0.0,1.0,0.0,0.0
4049,dear google photobooth suck sxsw,0.0,1.0,0.0,1.0
4050,quot apple elegant fascist corporation america today quot kara swisher sxsw flipboard,1.0,0.0,0.0,1.0
4051,sxsw people hacky sack app ipad stop ask sxsw,0.0,0.0,1.0,0.0
4052,google bing q amp panel like world's expensive seo consultation sxsw,0.0,1.0,0.0,2.0
4053,temp apple tore set sxsw yay link austin tech,1.0,0.0,0.0,2.0
4054,rumour clear gt gt rt mention we're launch product sxsw we're plenty else join u link,0.0,0.0,1.0,0.0
4055,learn design headache ipad sxsw,1.0,0.0,0.0,1.0
4056,ready learn quot design ipad interface new navigation schema quot sxsw uxdes,1.0,0.0,0.0,2.0
4057,plane leave sxsw never see many apple device one plane,1.0,0.0,0.0,2.0
4058,google celebrate pi day style sxsw link,0.0,1.0,0.0,2.0
4059,spark select finalist team android choice award austin please come amp support link sxsw,0.0,1.0,0.0,2.0
4060,yeah googlegays get sxswsex mention popular gay date app grindr android link grindr sxsw,0.0,1.0,0.0,2.0
4061,sxsw leo laporte pledge fan's wife quot gb wifi white ipad quot leo drunk,1.0,0.0,0.0,0.0
4062,barry diller say ipad magazine like daily make sense link sxsw,1.0,0.0,0.0,1.0
4063,barry diller say silly write content one form factor apple like get money sxsw,1.0,0.0,0.0,1.0
4064,barry diller talk daily beast newsweek daily ipad sxsw link seo sem thedaily barrydiller topnews,1.0,0.0,0.0,0.0
4065,barry diller truly emotional thing ipad harlow ipad diller quot well quot sxsw,1.0,0.0,0.0,2.0
4066,barry diller newsbeast merger might work barry diller link news barry diller iac newsweek sxsw cyber iphone,1.0,0.0,0.0,0.0
4067,barry diller ipad newspaper app quot ipad supersede quot sxsw,1.0,0.0,0.0,0.0
4068,barry diller's pragmatic straight forward nice look like want u grab pitchfork v apple sxsw,1.0,0.0,0.0,1.0
4069,every outlet bar iphone charger sxsw mention driskill hotel bar w others pic link,1.0,0.0,0.0,0.0
4070,mention let know get apple tv sxsw colleague who'll fly vega short trip day,1.0,0.0,0.0,0.0
4071,ipad tablet etc aid great adoption mobile device screen size large mobilefarm sxsw,0.0,0.0,1.0,0.0
4072,mention let's go apple store score ipad sxsw widfy,1.0,0.0,0.0,2.0
4073,sxsw go let's rate amp review session although experience iphone bit torturous,1.0,0.0,0.0,1.0
4074,clever ipad come first day sxsw pop apple store right indoor town austin clever,1.0,0.0,0.0,2.0
4075,aron pilhofer new york time endorsed html ipad newsapps sxsw ask u tweet actually say,1.0,0.0,0.0,2.0
4076,austin police hard work guard apple store sxsw link,1.0,0.0,0.0,0.0
4077,mean slice bread great google bread go revolutionary sxsw,0.0,1.0,0.0,2.0
4078,si julie life death rockaroke struggle win ipad fandango sxsw party hole bad religion far,1.0,0.0,0.0,2.0
4079,want likability virgin trustworthiness zappos product apple mention pnid sxsw enchantment,1.0,0.0,0.0,2.0
4080,look like laptop dock motorola atrix android phone att awesome sxsw link,0.0,1.0,0.0,2.0
4081,party like last time privacy law update google aclu sxsw mention maggie mae's pic link,0.0,1.0,0.0,2.0
4082,lt nice lil sizzle reel gt sxsw number video link music socialmedia,0.0,0.0,1.0,0.0
4083,first line mention sxsw mention store ipad mention apple store sxsw pic link,1.0,0.0,0.0,2.0
4084,line apple pop store austin open pm sxsw link,1.0,0.0,0.0,0.0
4085,long line ginger man's bathroom save sxsw pop apple store close right midnight walk,1.0,0.0,0.0,0.0
4086,st line ipad sxsw mention apple store sxsw w others link,1.0,0.0,0.0,0.0
4087,mad long line google party maggie mae's hope worth theme optimistic sxsw,0.0,1.0,0.0,2.0
4088,first line morning apple pop store austin mention catch mention morning link sxsw,1.0,0.0,0.0,0.0
4089,apple decline html browser war iv panel sxsw,1.0,0.0,0.0,0.0
4090,apple sell ipad sxsw california great building cult following link,1.0,0.0,0.0,2.0
4091,who's kill chevytweethouse mention ipad dj sxsw link,1.0,0.0,0.0,2.0
4092,still feel pukey jet blue terminal smelling like fart manage buy apple slice notwinning sxsw,1.0,0.0,0.0,0.0
4093,apple sell new terp album rt mention line sxsw apple pop store,1.0,0.0,0.0,0.0
4094,mention link google story work thx sxsw,0.0,1.0,0.0,0.0
4095,mention link google huh see u austin sxsw let buy drink,0.0,1.0,0.0,0.0
4096,listen talk mention marissa mayer sxsw,0.0,0.0,1.0,0.0
4097,go listen former mention coworker speak quot trip quot mar nasa ipad time sxsw,1.0,0.0,0.0,0.0
4098,stay alive indie iphone game development survive sxsw mention acc room ab w others link,1.0,0.0,0.0,0.0
4099,watch live tsunami apple ipad line austin sxsw mostly mention oh sexy mention,1.0,0.0,0.0,0.0
4100,ipad delivery pop mention store mention quite possible sxsw sxswi link,1.0,0.0,0.0,2.0
4101,never realize story mean behind every google logo cool love hear googledoodle team gsdm sxsw,0.0,1.0,0.0,2.0
4102,austin folk store carry apple accessory keyboard mouse near alamo lake creek mine make trip sxsw,1.0,0.0,0.0,0.0
4103,call android amp iphone app devs need follow mention amp find sxsw screenburn cool swag,0.0,1.0,0.0,0.0
4104,fell asleep hour eye open star sxsw stream ipad link,1.0,0.0,0.0,0.0
4105,ipad take sxsw i'm prepare fun weekend career,1.0,0.0,0.0,2.0
4106,google connect digital amp physical world mobile link sxsw,0.0,1.0,0.0,0.0
4107,google connect digital amp physical world mobile link sxsw mobile mcommerce,0.0,1.0,0.0,0.0
4108,google eat rhizome sxswk sxsw mention hilton link,0.0,1.0,0.0,1.0
4109,omg still line new ipad n dieing hunger sxsw else line,1.0,0.0,0.0,2.0
4110,welcome ipad owner new use ipad owner there's room everyone party sxsw postpc,1.0,0.0,0.0,2.0
4111,google launch new social network call circle link focus increased privacy amp relevance announce sxsw,0.0,1.0,0.0,0.0
4112,google launch major new social network call circle sxsw,0.0,1.0,0.0,0.0
4113,google soll noch heute social network google circle starten link sxsw via mention mention,0.0,1.0,0.0,0.0
4114,google launch facebook competitor circle mention sxsw today think creeper half friends world disappoint,0.0,1.0,0.0,1.0
4115,google preview major new social service circle sxsw today say mention link ht mention,0.0,1.0,0.0,0.0
4116,hear sort conflict report google launch circle googleme sxsw real word austin link,0.0,1.0,0.0,0.0
4117,suck rt mention rt mention google preview major new social service circle sxsw today link,0.0,1.0,0.0,1.0
4118,google take world sxsw mention acc ballroom w others link,0.0,1.0,0.0,2.0
4119,look people sxsw ipad shame,1.0,0.0,0.0,1.0
4120,want yall know apple build pop store day sell ipad wow sxsw link,1.0,0.0,0.0,2.0
4121,morning hearing google circle today link sxsw,0.0,1.0,0.0,0.0
4122,yes gowalla win best andoid app team android choice award thanks sxsw,0.0,1.0,0.0,2.0
4123,app call hand sxsw rt mention need app turn iphone wifi mouse ipad exist,1.0,0.0,0.0,0.0
4124,hello holler gram come take look new first ipad app link hollergram sxsw,1.0,0.0,0.0,2.0
4125,hello holler gram get know mention new ipad app link hollergram sxsw,1.0,0.0,0.0,0.0
4126,link killer shot get last night mention nokiaconnects concert sxsw,0.0,0.0,1.0,0.0
4127,realllllllly need upgrade phone haha rt mention iphone apps probably need use sxsw link,1.0,0.0,0.0,2.0
4128,barton hollow free song download amp feature album mention mention feature mix link itunes sxsw,0.0,0.0,1.0,0.0
4129,feel silly cannot figure update sxsw mobile app android seem quot option quot bottom leave button,0.0,1.0,0.0,1.0
4130,really good look ie today mention sxsw apple fanboy impress,1.0,0.0,0.0,2.0
4131,tim reilly web definition company survive built value consumer generate data ebay amazon google sxsw,0.0,1.0,0.0,0.0
4132,really hop sxsw would bring android version mention oh well maybe someday long time,0.0,1.0,0.0,1.0
4133,overload info deliver google kill discovery google say ppl lose curiosity wonder need serendipity sxsw,0.0,1.0,0.0,1.0
4134,data overload every month bil piece facebook content bil tweet amp bil google search sxsw,0.0,1.0,0.0,0.0
4135,download ipad app counter jetlag austin sxsw,0.0,0.0,1.0,2.0
4136,downloaded sxsw go app android market let's get ittttt,0.0,1.0,0.0,2.0
4137,download asddieu app preparation sxsw pump need check link app event network,1.0,0.0,0.0,2.0
4138,woman lobby quot there's website call like stupid iphone speller ppl take pic funny autocorrected word quot sxsw,1.0,0.0,0.0,0.0
4139,rumour location apple pop store iun austin texas sxsw cheer link,1.0,0.0,0.0,0.0
4140,guy get logo tattoo ipad link sxsw austin,1.0,0.0,0.0,0.0
4141,mention lol sxsw apple pop store ipad fly shelf hipster feed frenzy,1.0,0.0,0.0,2.0
4142,wow long queue people apple pop store buy ipads sxsw mention room nokiaconnects,1.0,0.0,0.0,2.0
4143,mention look rt mention new ubersocial iphone app store include uberguide sxsw link,1.0,0.0,0.0,2.0
4144,mention look like could get ipad link apple sxsw,1.0,0.0,0.0,2.0
4145,awesome lose colleague leave iphone car fail sxsw,0.0,0.0,1.0,0.0
4146,mention lose way care much business tim o'reilly sxsw,0.0,0.0,1.0,0.0
4147,expect lot buzz ipad sxsw since come tomorrow support flash maybe link elonsxsw,1.0,0.0,0.0,2.0
4148,kinda jealous ubiquity ipad's sxsw,1.0,0.0,0.0,2.0
4149,lot love google apis session visualize government data mention sxsw include map map api fusion table refine,0.0,1.0,0.0,2.0
4150,mention love ipad get one pop apple store sxsw attendee,1.0,0.0,0.0,2.0
4151,mention love y'all sxsw come i'm get login authorization error almost every time open app iphone,1.0,0.0,0.0,1.0
4152,apple employee psyche line pop shop sxsw moment ipad go sale link,1.0,0.0,0.0,2.0
4153,apple employee show force sxsw popup apple store ipad,1.0,0.0,0.0,2.0
4154,sxsw help request where's downtown austin apple store i've walk past can't find amp show map search thx,1.0,0.0,0.0,0.0
4155,whrrl girl hand chance win audi car come find u sxsw mention apple store sxsw link,1.0,0.0,0.0,0.0
4156,apple build pop store day sxsw open selling ipad,1.0,0.0,0.0,0.0
4157,apple build experience ecosystem ipod mp player app critthink sxsw,1.0,0.0,0.0,0.0
4158,rt love lt gt hey austin know little iphone android love music amp wanna make hour sxsw please let know hey,0.0,1.0,0.0,0.0
4159,valuable apple ipad apps top critical task manage uber la lt ipad day sxsw link,1.0,0.0,0.0,0.0
4160,mention luckily mention pop store sxsw,0.0,0.0,1.0,2.0
4161,hey lucky dog sxsw ipads check holler gram app link,1.0,0.0,0.0,2.0
4162,failure google buzz google latitude google circle seriously google need concentrate search fail google sxsw,0.0,1.0,0.0,1.0
4163,we're lustre pearl teamandroidsxsw cause love android geek sxsw link,0.0,1.0,0.0,2.0
4164,mr heavenly aka band w michael cera ready rock bat bar sxsw iphone camera de rigeur,1.0,0.0,0.0,2.0
4165,timely sxsw rt mention bing's search engine share continue rise google still top link,0.0,1.0,0.0,2.0
4166,hmm sxsw right brain mwrc leave brain rt mention mention sxsw attendee mac ipad,1.0,0.0,0.0,2.0
4167,matter time googleto launch social network may call google circle link via mention sxsw,0.0,1.0,0.0,0.0
4168,finally get everyone buy facebook google introduces circle fair stop innovation people sxsw,0.0,1.0,0.0,1.0
4169,finally get everyone buy facebook google introduces circle fair stop innovation people sxsw,0.0,1.0,0.0,1.0
4170,deliciously ironic google privacy party make whole quot banking cartel military scientific dictatorship takeover quot cab rant sxsw,0.0,0.0,1.0,0.0
4171,really long line get aclu google party sure wait sxsw,0.0,1.0,0.0,2.0
4172,desperately need charge station spot die iphone sxsw,1.0,0.0,0.0,0.0
4173,really need get vaccine sxsw iphone onset prostate cancer chortler's cough mustachepox real thing,1.0,0.0,0.0,0.0
4174,beautifully smart simple idea rt mention mention write hollergram ipad app sxsw link,1.0,0.0,0.0,2.0
4175,tim oreilly say value make web large database user contribution google craigs list amazon sxsw,0.0,1.0,0.0,0.0
4176,sxsw crm scrm join mention sxsw next sunday noon hilton austin coffee amp chat old act user amp show viporbit iphone,1.0,0.0,0.0,0.0
4177,funny poem mom ipad session sxsw,0.0,0.0,1.0,0.0
4178,scepticism express ipad newspaper sxsw link,1.0,0.0,0.0,0.0
4179,well i'm first line hour go ipad apple sxsw sleepy,1.0,0.0,0.0,0.0
4180,kingdom way filter tweet include word quot unlocked quot twitter iphone app sxsw,1.0,0.0,0.0,0.0
4181,know i'm late game really dig flipboard ipad sxsw,1.0,0.0,0.0,2.0
4182,sad i'm miss ipad launch south sound chill sxsw ipad jk,1.0,0.0,0.0,2.0
4183,atomic tom rock cnn grill party they're brooklyn google also food drink fantastic sxsw sxswi,0.0,1.0,0.0,0.0
4184,video popup apple store link sxsw sxswi,1.0,0.0,0.0,0.0
4185,video tim wu explain netneutrality information empire link thanks mention mention sxsw,0.0,0.0,1.0,0.0
4186,photo make austin make sxsw make party host google aclu link,0.0,1.0,0.0,0.0
4187,mention make new fan friend hope rt mention hang six lounge rooftop google blogger party gr dj sxsw,0.0,1.0,0.0,0.0
4188,gingerman there's gent kilt play ipad nnnneeerrrrddddsss sxsw,1.0,0.0,0.0,0.0
4189,first many sxsw quot mention google launch major new social network call circle possibly today link sxsw quot,0.0,1.0,0.0,0.0
4190,get many cool thing sxsw headset usb drive iphone charger galore earphone must k product rad,0.0,0.0,1.0,2.0
4191,google's marissa mayer awesome sxsw marissagoogle link,0.0,1.0,0.0,2.0
4192,google's marissa mayer demo'ing quot contextual discovery quot use history time search refine result sxsw,0.0,1.0,0.0,0.0
4193,google's marissa mayer extol coolness google mobile map v quot mobile surpass desktop usage st time year quot sxsw sxswi,0.0,1.0,0.0,0.0
4194,google's marissa mayer present location nerd read swoon sxsw,0.0,1.0,0.0,0.0
4195,google's marissa mayer mobile contextual discovery quot power quot sxsw link,0.0,1.0,0.0,0.0
4196,google's marissa mayer location base fast fun future link sxsw,0.0,1.0,0.0,0.0
4197,google's marissa mayer location base fast fun future link sxsw sxswi,0.0,1.0,0.0,2.0
4198,google's marissa mayer location base fast fun future link sxsw sxswi link,0.0,1.0,0.0,0.0
4199,google's marissa mayer rechristening augment reality quot contextual discovery quot definitely less phillip k dickish sxsw mention,0.0,1.0,0.0,0.0
4200,google's marissa mayer say location everything link via mention sxsw,0.0,1.0,0.0,0.0
4201,google's marissa mayer next sxsw look forward,0.0,1.0,0.0,2.0
4202,google's marissa mayer quot mobile phone cursor connect physical digital world quot sxsw,0.0,1.0,0.0,2.0
4203,google's marissa mayer quot mobile phone cursor connect physical digital world quot sxsw link,0.0,1.0,0.0,0.0
4204,watch marissa mayer talk advance future google location base amp augmented reality project cool sxsw sxswi,0.0,1.0,0.0,2.0
4205,google's marissa meyers quot product feature quot agree sxsw,0.0,1.0,0.0,0.0
4206,great summary sxsw marissa mayer talk layar hotpot map link,0.0,0.0,1.0,0.0
4207,mention massive line sxsw apple store agree wait perhaps late early adopter,1.0,0.0,0.0,2.0
4208,google's matt cut drop convoluted analogy quot america's funny home video quot explain high volume web page automation sxsw,0.0,1.0,0.0,0.0
4209,google's mayer google map's route around feature save yrs drive time every day miss amount gas save anyone sxsw,0.0,1.0,0.0,2.0
4210,mention mayer's great theme q amp simplicity something business always keep mind develop sxsw,0.0,0.0,1.0,0.0
4211,look sxsw i'm beard guy plaid iphone sxsw nfusion,1.0,0.0,0.0,0.0
4212,go game launch iphone scavenger hunt link via mention mention li fb sxsw,1.0,0.0,0.0,0.0
4213,want time say ipad rt mention schedule heavy laptop where's ipad already sxsw,1.0,0.0,0.0,2.0
4214,almost time enter win ipad emc booth sxsw exhibit hall mention mention,1.0,0.0,0.0,0.0
4215,hey pick one ya rt mention omg still line new ipad n dieing hunger sxsw else line,1.0,0.0,0.0,0.0
4216,omg sign rt mention we're officially sxsw come mention grill amp get make iphone case,1.0,0.0,0.0,2.0
4217,bah somehow lose little mention ipad wipe session sxsw,1.0,0.0,0.0,0.0
4218,stop mention booth sxsw win ipad link,1.0,0.0,0.0,0.0
4219,yup rt mention mention sxsw quot apple come cool technology one's ever hear go conference quot,1.0,0.0,0.0,2.0
4220,next mention sxswi mom ipad design boomer sxsw sxswi,1.0,0.0,0.0,0.0
4221,ipad dj mention rock estyaustin sxsw mention venue w others pic link,1.0,0.0,0.0,0.0
4222,cool rt mention apple set open popup shop core sxsw action link,1.0,0.0,0.0,0.0
4223,heh rt mention apple open temporary store downtown austin sxsw ipad launch link,1.0,0.0,0.0,0.0
4224,nice rt mention apple open pop store sxsw festival link sxsw ipad mac,1.0,0.0,0.0,2.0
4225,yawn rt mention apple set open pop shop sxsw interactive conference link apple ipad,1.0,0.0,0.0,2.0
4226,yay rt mention apple open temp store austin sxsw link via mention ipad,1.0,0.0,0.0,2.0
4227,luv rt mention best thing heard wknd sxsw quot give ipad money japan relief need ipad quot mention mention,1.0,0.0,0.0,0.0
4228,talk mention begin first meet summer start mention always enjoy see speak sxsw,0.0,0.0,1.0,0.0
4229,mention bring google whitelists sxsw qagb link,0.0,1.0,0.0,0.0
4230,awesome mention rough calculation beard ipad ratio sxsw sxsw,1.0,0.0,0.0,0.0
4231,rock mention note sxsw work awesome mbp iphone app sync transparently,1.0,0.0,0.0,2.0
4232,new mention android great can't wait use sxsw,0.0,1.0,0.0,2.0
4233,true rt mention tablet phone laptop evidence sxsw might well call country united state apple sxswsa,1.0,0.0,0.0,0.0
4234,rt gt mention guy get tattoo sxsw could win free ipad link sxsw tattoo ipad internet,1.0,0.0,0.0,0.0
4235,guess mention excuse get ipad link sxsw,1.0,0.0,0.0,2.0
4236,yes rt mention haha mention drinking game drink every time seth say game layer google venture sxsw cc mention,0.0,1.0,0.0,0.0
4237,haha rt mention many use apple cause one use windows voluntarily kawasaki thisisdare sxsw,1.0,0.0,0.0,2.0
4238,yay rt mention hoot new blog post hootsuite mobile sxsw update iphone blackberry amp android link,1.0,0.0,0.0,2.0
